계획,이수구분(주전공),이수구분(다전공),공학인증,교과영역,과목번호,과목명,수강유의사항,강좌유형정보,분반,교수명,개설학과,시간/학점(설계),수강인원,여석,강의시간(강의실),과정,수강대상
,전기-AI소프트웨어/전기-AI융합/전기-소프트,복선-AI소프트/복선-AI융합/복선-소프트/부선-AI소프트/부선-AI융합,인필-소프트공인증,,2150161404,프로그래밍기초1,라,,,최중섭,AI소프트웨어학부,4.0/3.0,0,30,"월 13:00-13:50 (정보과학관 21306-최중섭)
월 14:00-14:50 (정보과학관 21306-최중섭)
화 13:00-13:50 (정보과학관 21306-최중섭)
화 14:00-14:50 (정보과학관 21306-최중섭)",학사과정,"1학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부 (대상외수강제한)"
,전기-AI소프트웨어/전기-AI융합/전기-소프트,복선-AI소프트/복선-AI융합/복선-소프트/부선-AI소프트/부선-AI융합,인필-소프트공인증,,2150161405,프로그래밍기초1,마,,,최중섭,AI소프트웨어학부,4.0/3.0,0,30,"월 15:00-15:50 (정보과학관 21306-최중섭)
월 16:00-16:50 (정보과학관 21306-최중섭)
화 15:00-15:50 (정보과학관 21306-최중섭)
화 16:00-16:50 (정보과학관 21306-최중섭)",학사과정,"1학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부 (대상외수강제한)"
,전기-AI소프트웨어/전기-AI융합/전기-소프트,복선-AI소프트/복선-AI융합/복선-소프트/부선-AI소프트/부선-AI융합,인필-소프트공인증,,2150161406,프로그래밍기초1,바,,,김익수,AI소프트웨어학부,4.0/3.0,0,30,"월 09:00-09:50 (정보과학관 21305 (이철희실습실)-김익수)
월 10:00-10:50 (정보과학관 21305 (이철희실습실)-김익수)
목 09:00-09:50 (정보과학관 21305 (이철희실습실)-김익수)
목 10:00-10:50 (정보과학관 21305 (이철희실습실)-김익수)",학사과정,"1학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부 (대상외수강제한)"
,전기-AI소프트웨어/전기-AI융합/전필-소프트,복선-AI소프트/복선-AI융합/복선-소프트/부선-AI소프트/부선-AI융합,인필-소프트공인증,,2150161601,프로그래밍기초2,,,,이주호,AI소프트웨어학부,4.0/3.0,0,30,"목 15:00-15:50 (정보과학관 21306-이주호)
목 16:00-16:50 (정보과학관 21306-이주호)
목 17:00-17:50 (정보과학관 21306-이주호)
목 18:00-18:50 (정보과학관 21306-이주호)",학사과정,"1학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부 (대상외수강제한)"
,전필-수학,복선-수학/부선-수학,,,5010193601,프로그래밍및실습,,,,채석주,수학과,4.0/3.0,0,40,"목 09:00-09:50 (베어드홀 01424-채석주)
목 10:00-10:50 (베어드홀 01424-채석주)
금 12:00-12:50 (베어드홀 01424-채석주)
금 13:00-13:50 (베어드홀 01424-채석주)",학사과정,1학년 수학
,전선-통계·보험,복선-통계·보험/부선-통계·보험,,,5010194701,프로그래밍및실습,,,,조상훈,정보통계·보험수리학과,4.0/3.0,0,30,"화 12:00-12:50 (베어드홀 01513 (정보통계보험수리실습실)-조상훈)
화 13:00-13:50 (베어드홀 01513 (정보통계보험수리실습실)-조상훈)
화 14:00-14:50 (베어드홀 01513 (정보통계보험수리실습실)-조상훈)
목 09:00-09:50 (베어드홀 01513 (정보통계보험수리실습실)-조상훈)",학사과정,1학년 통계보험
,전선-통계·보험,복선-통계·보험/부선-통계·보험,,,5010194702,프로그래밍및실습,,,,조상훈,정보통계·보험수리학과,4.0/3.0,0,30,"화 09:00-09:50 (베어드홀 01513 (정보통계보험수리실습실)-조상훈)
목 12:00-12:50 (베어드홀 01513 (정보통계보험수리실습실)-조상훈)
목 13:00-13:50 (베어드홀 01513 (정보통계보험수리실습실)-조상훈)
목 14:00-14:50 (베어드홀 01513 (정보통계보험수리실습실)-조상훈)",학사과정,1학년 통계보험
,전기-사학,복필-사학/부선-사학,,,2150518801,한국사입문,,,,황민호,사학과,3.0/3.0,0,50,"월 13:30-14:45 (조만식기념관 12210-황민호)
수 13:30-14:45 (조만식기념관 12326 (조해자강의실)-황민호)",학사과정,1학년 사학
,전기-정외,복선-정외/부선-정외,,,2150490201,한국정치의이해,,,,최효노,정치외교학과,3.0/3.0,0,40,"금 10:30-11:45 (미래관 20305-최효노)
금 12:00-13:15 (미래관 20305-최효노)",학사과정,1학년 정외
,교필,,,,2150663401,한반도평화와통일,2026학년도 신입생 및 2023-2025학번 스쿨 미이수 학생 대상,녹화,,조은희,교양교육운영팀,1.0/1.0,0,1562,,학사과정,"1학년 경영대 ,자연대 ,공대 ,자유전공학부"
,전기-행정학부,복선-행정학부/부선-행정학부,,,2150441501,행정학개론,가,,,김기형,행정학부,3.0/3.0,0,40,"화 15:00-16:15 (미래관 20304-김기형)
화 16:30-17:45 (미래관 20304-김기형)",학사과정,1학년 행정학부
,전기-행정학부,복선-행정학부/부선-행정학부,,,2150441502,행정학개론,나,,,김기형,행정학부,3.0/3.0,0,40,"수 15:00-16:15 (조만식기념관 12329-김기형)
수 16:30-17:45 (조만식기념관 12329-김기형)",학사과정,1학년 행정학부
,전기-정외,복필-정외/부선-정외,,,2150902101,현대정치의이해,,,,김지영,정치외교학과,3.0/3.0,0,40,"수 12:00-13:15 (조만식기념관 12329-김지영)
목 10:30-11:45 (조만식기념관 12207 (박명복강의실)-김지영)",학사과정,1학년 정외
,전기-물리,복선-물리/부선-물리,,,2150312301,화학1및실험,,,,"장병하
강원철",물리학과,4.0/3.0,0,25,"목 09:00-09:50 (베어드홀 01213 (일반화학실험실)-강원철)
목 10:00-10:50 (베어드홀 01213 (일반화학실험실)-강원철)
목 11:00-11:50 (미래관 20402-장병하)
목 12:00-12:50 (미래관 20402-장병하)",학사과정,1학년 물리
,전기-물리,복선-물리/부선-물리,,,2150312302,화학1및실험,,,,"남궁미옥
장병하",물리학과,4.0/3.0,0,25,"목 09:00-09:50 (베어드홀 01214 (일반화학실험실)-남궁미옥)
목 10:00-10:50 (베어드홀 01214 (일반화학실험실)-남궁미옥)
목 11:00-11:50 (미래관 20402-장병하)
목 12:00-12:50 (미래관 20402-장병하)",학사과정,1학년 물리
,전기-수학,복선-수학/부선-수학,,,2150387501,화학1및실험,,,,정윤성,수학과,4.0/3.0,0,25,"화 09:00-09:50 (숭덕경상관 02317-정윤성)
화 10:00-10:50 (숭덕경상관 02317-정윤성)
화 11:00-11:50 (베어드홀 01213 (일반화학실험실)-정윤성)
화 12:00-12:50 (베어드홀 01213 (일반화학실험실)-정윤성)",학사과정,1학년 수학
,전기-수학,복선-수학/부선-수학,,,2150387502,화학1및실험,,,,"양진국
정윤성",수학과,4.0/3.0,0,25,"화 09:00-09:50 (숭덕경상관 02317-정윤성)
화 10:00-10:50 (숭덕경상관 02317-정윤성)
화 11:00-11:50 (베어드홀 01214 (일반화학실험실)-양진국)
화 12:00-12:50 (베어드홀 01214 (일반화학실험실)-양진국)",학사과정,1학년 수학
,전기-신소재,복선-신소재/부선-신소재,,,2150577101,화학1및실험,가,,,박연실,신소재공학과,4.0/3.0,0,20,"금 09:00-09:50 (미래관 20303-박연실)
금 10:00-10:50 (미래관 20303-박연실)
금 11:00-11:50 (베어드홀 01213 (일반화학실험실)-박연실)
금 12:00-12:50 (베어드홀 01213 (일반화학실험실)-박연실)",학사과정,1학년 신소재 (대상외수강제한)
,전기-신소재,복선-신소재/부선-신소재,,,2150577102,화학1및실험,나,,,"남궁미옥
박연실",신소재공학과,4.0/3.0,0,20,"금 09:00-09:50 (미래관 20303-박연실)
금 10:00-10:50 (미래관 20303-박연실)
금 11:00-11:50 (베어드홀 01214 (일반화학실험실)-남궁미옥)
금 12:00-12:50 (베어드홀 01214 (일반화학실험실)-남궁미옥)",학사과정,1학년 신소재 (대상외수강제한)
,전기-신소재,복선-신소재/부선-신소재,,,2150577103,화학1및실험,다,,,장병하,신소재공학과,4.0/3.0,0,20,"금 09:00-09:50 (베어드홀 01213 (일반화학실험실)-장병하)
금 10:00-10:50 (베어드홀 01213 (일반화학실험실)-장병하)
금 11:00-11:50 (미래관 20303-장병하)
금 12:00-12:50 (미래관 20303-장병하)",학사과정,1학년 신소재 (대상외수강제한)
,전기-신소재,복선-신소재/부선-신소재,,,2150577104,화학1및실험,라,,,"장병하
주상우",신소재공학과,4.0/3.0,0,20,"금 09:00-09:50 (베어드홀 01214 (일반화학실험실)-주상우)
금 10:00-10:50 (베어드홀 01214 (일반화학실험실)-주상우)
금 11:00-11:50 (미래관 20303-장병하)
금 12:00-12:50 (미래관 20303-장병하)",학사과정,1학년 신소재 (대상외수강제한)
,전기-의생명시스템,복선-의생명시스템/부선-의생명시스템,,,2150577201,화학1및실험,,,,"남궁미옥
강성훈",의생명시스템학부,4.0/3.0,0,25,"화 11:00-11:50 (백마관 07117-남궁미옥)
화 12:00-12:50 (백마관 07117-남궁미옥)
화 13:00-13:50 (베어드홀 01213 (일반화학실험실)-강성훈)
화 14:00-14:50 (베어드홀 01213 (일반화학실험실)-강성훈)",학사과정,1학년 의생명시스템
,전기-의생명시스템,복선-의생명시스템/부선-의생명시스템,,,2150577202,화학1및실험,,,,남궁미옥,의생명시스템학부,4.0/3.0,0,25,"화 11:00-11:50 (백마관 07117-남궁미옥)
화 12:00-12:50 (백마관 07117-남궁미옥)
화 13:00-13:50 (베어드홀 01214 (일반화학실험실)-남궁미옥)
화 14:00-14:50 (베어드홀 01214 (일반화학실험실)-남궁미옥)",학사과정,1학년 의생명시스템
,전기-화학,복선-화학/부선-화학,,,5010195801,화학1및실험,,,,남궁미옥,화학과,4.0/3.0,0,25,"수 12:00-12:50 (숭덕경상관 02318-남궁미옥)
수 13:00-13:50 (숭덕경상관 02318-남궁미옥)
수 14:00-14:50 (베어드홀 01213 (일반화학실험실)-남궁미옥)
수 15:00-15:50 (베어드홀 01213 (일반화학실험실)-남궁미옥)",학사과정,1학년 화학
,전기-화학,복선-화학/부선-화학,,,5010195802,화학1및실험,,,,"남궁미옥
강원철",화학과,4.0/3.0,0,25,"수 12:00-12:50 (숭덕경상관 02318-남궁미옥)
수 13:00-13:50 (숭덕경상관 02318-남궁미옥)
수 14:00-14:50 (베어드홀 01214 (일반화학실험실)-강원철)
수 15:00-15:50 (베어드홀 01214 (일반화학실험실)-강원철)",학사과정,1학년 화학
,전기-산업·정보,복선-산업·정보/부선-산업·정보,MSC-산업공인증/인필-산업공인증,,5010196801,화학1및실험,,,,박연실,산업·정보시스템공학과,4.0/3.0,0,25,"월 09:00-09:50 (문화관 03105-박연실)
월 10:00-10:50 (문화관 03105-박연실)
월 11:00-11:50 (베어드홀 01213 (일반화학실험실)-박연실)
월 12:00-12:50 (베어드홀 01213 (일반화학실험실)-박연실)",학사과정,1학년 산업정보
,전기-산업·정보,복선-산업·정보/부선-산업·정보,MSC-산업공인증/인필-산업공인증,,5010196802,화학1및실험,,,,"박연실
강성훈",산업·정보시스템공학과,4.0/3.0,0,25,"월 09:00-09:50 (문화관 03105-박연실)
월 10:00-10:50 (문화관 03105-박연실)
월 11:00-11:50 (베어드홀 01214 (일반화학실험실)-강성훈)
월 12:00-12:50 (베어드홀 01214 (일반화학실험실)-강성훈)",학사과정,1학년 산업정보
,전기-산업·정보,복선-산업·정보/부선-산업·정보,MSC-산업공인증/인필-산업공인증,,5010196803,화학1및실험,,,,남궁미옥,산업·정보시스템공학과,4.0/3.0,0,25,"월 09:00-09:50 (베어드홀 01213 (일반화학실험실)-남궁미옥)
월 10:00-10:50 (베어드홀 01213 (일반화학실험실)-남궁미옥)
월 11:00-11:50 (문화관 03105-남궁미옥)
월 12:00-12:50 (문화관 03105-남궁미옥)",학사과정,1학년 산업정보
,전기-산업·정보,복선-산업·정보/부선-산업·정보,MSC-산업공인증/인필-산업공인증,,5010196804,화학1및실험,,,,"남궁미옥
김종훈",산업·정보시스템공학과,4.0/3.0,0,25,"월 09:00-09:50 (베어드홀 01214 (일반화학실험실)-김종훈)
월 10:00-10:50 (베어드홀 01214 (일반화학실험실)-김종훈)
월 11:00-11:50 (문화관 03105-남궁미옥)
월 12:00-12:50 (문화관 03105-남궁미옥)",학사과정,1학년 산업정보
,전필-경영학부/전필-벤처중소,복선-벤처중소/복필-경영학부/부선-경영학부/부선-벤처중소/연계2-융합창업/융선-사회적기업혁신융합,,,2150230701,회계원리,,,,이유선,경영학부,3.0/3.0,0,40,"금 10:30-11:45 (숭덕경상관 02210-이유선)
금 12:00-13:15 (숭덕경상관 02210-이유선)",학사과정,"1학년 경영학부,벤처중소,사회적기업혁신융합, (대상외수강제한)"
,전필-경영학부/전필-벤처중소,복선-벤처중소/복필-경영학부/부선-경영학부/부선-벤처중소/연계2-융합창업/융선-사회적기업혁신융합,,,2150230702,회계원리,,,,손재성,경영학부,3.0/3.0,0,40,"목 09:00-10:15 (미래관 20405-손재성)
목 10:30-11:45 (미래관 20405-손재성)",학사과정,"1학년 경영학부,벤처중소,사회적기업혁신융합 (대상외수강제한)"
,전필-경영학부/전필-벤처중소,복선-벤처중소/복필-경영학부/부선-경영학부/부선-벤처중소/연계2-융합창업/융선-사회적기업혁신융합,,,2150230703,회계원리,,,,이시내,경영학부,3.0/3.0,0,40,"목 13:30-14:45 (문화관 03314-이시내)
목 15:00-16:15 (문화관 03314-이시내)",학사과정,"1학년 경영학부,벤처중소,사회적기업혁신융합 (대상외수강제한)"
,전필-경영학부/전필-벤처중소/전필-회계학과,복선-벤처중소/복필-경영학부/복필-회계학과/부선-경영학부/부선-벤처중소/부선-회계학과/연계2-융합창업/융선-사회적기업혁신융합,,,2150230708,회계원리,,,,이광진,경영학부,3.0/3.0,0,40,월 화 09:00-10:15 (문화관 03314-이광진),학사과정,"1학년 경영학부,벤처중소,사회적기업혁신융합 ,자유전공학부 ,회계학과"
,전필-경영학부/전필-벤처중소,복선-벤처중소/복필-경영학부/부선-경영학부/부선-벤처중소/융선-사회적기업혁신융합,,,2150641901,회계원리,,,,윤회,벤처중소기업학과,3.0/3.0,0,40,"금 15:00-16:15 (숭덕경상관 02209-윤회)
금 16:30-17:45 (숭덕경상관 02209-윤회)",학사과정,"1학년 벤처중소, 경영학부 (대상외수강제한)"
,전필-경영학부/전필-벤처중소/전필-회계학과,복선-벤처중소/복필-경영학부/복필-회계학과/부선-경영학부/부선-벤처중소/부선-회계학과/연계2-융합창업/융선-사회적기업혁신융합,,,2150642001,회계원리,,,,김선용,회계학과,3.0/3.0,0,40,"수 09:00-10:15 (문화관 03312-김선용)
수 10:30-11:45 (문화관 03312-김선용)",학사과정,"1학년 경영학부,벤처중소,사회적기업과사회혁신융합 ,자유전공학부"
,전필-경영학부/전필-벤처중소/전필-회계학과,복선-벤처중소/복필-경영학부/복필-회계학과/부선-경영학부/부선-벤처중소/부선-회계학과/연계2-융합창업/융선-사회적기업혁신융합,,,2150642002,회계원리,,,,손재성,회계학과,3.0/3.0,0,40,"목 12:00-13:15 (미래관 20405-손재성)
목 13:30-14:45 (미래관 20405-손재성)",학사과정,"1학년 경영학부,벤처중소,사회적기업과사회혁신융합"
,전필-회계학과,복필-회계학과/부선-회계학과/연계2-융합창업/융선-사회적기업혁신융합,,,2150642003,회계원리,,,,김응길,회계학과,3.0/3.0,0,50,"수 13:30-14:45 (숭덕경상관 02210-김응길)
목 15:00-16:15 (숭덕경상관 02210-김응길)",학사과정,1학년 회계학과 (대상외수강제한)
,,연계2-융합창업/융선-사회적기업혁신융합,,,2150642005,회계원리,,,,김민희,회계학과,3.0/3.0,0,48,"월 15:00-16:15 (숭덕경상관 02210-김민희)
월 16:30-17:45 (숭덕경상관 02210-김민희)",학사과정,1학년 금융학부 (대상외수강제한)
,전필-회계학과,복필-회계학과/부선-회계학과/연계2-융합창업/융선-사회적기업혁신융합,,,2150642006,회계원리,,,,김응길,회계학과,3.0/3.0,0,40,화 목 16:30-17:45 (숭덕경상관 02210-김응길),학사과정,1학년 자유전공학부 (대상외수강제한)
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-한국어의사소통
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(한국어의사소통-읽기와쓰기)
['15이전]창의성과의사소통능력(핵심-창의)",2150060501,(외국인을위한)학술적글쓰기,1학년 수강제한,,,최은정,교양교육운영팀,3.0/3.0,0,50,월 수 12:00-13:15 (숭덕경상관 02109-최은정),학사과정,"2학년 ;순수외국인입학생
3학년 ;순수외국인입학생
4학년 ;순수외국인입학생
5학년 ;순수외국인입학생 (대상외수강제한)"
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-한국어의사소통
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(한국어의사소통-읽기와쓰기)
['15이전]창의성과의사소통능력(핵심-창의)",2150060502,(외국인을위한)학술적글쓰기,1학년 수강제한,,,이유경,교양교육운영팀,3.0/3.0,0,50,화 목 12:00-13:15 (진리관 11522 (이효계강의실)-이유경),학사과정,"2학년 전체;순수외국인입학생
3학년 전체;순수외국인입학생
4학년 전체;순수외국인입학생
5학년 전체;순수외국인입학생 (대상외수강제한)"
,전선-영문,복선-영문/부선-영문,,,2150543001,19세기영미시,,,,송윤,영어영문학과,3.0/3.0,0,40,"수 10:30-11:45 (조만식기념관 12202-송윤)
금 13:30-14:45 (조만식기념관 12404-송윤)",학사과정,2학년 영문
,전선-영문,복선-영문/부선-영문,,,2150543002,19세기영미시,,,,송윤,영어영문학과,3.0/3.0,0,40,"수 13:30-14:45 (조만식기념관 12201-송윤)
금 12:00-13:15 (진리관 11407-송윤)",학사과정,2학년 영문
,전선-언론홍보,복선-언론홍보/부선-언론홍보,,,2150173301,AI미디어와사회,,,,박웅기,언론홍보학과,3.0/3.0,0,40,"월 12:00-13:15 (조만식기념관 12525 (박영립강의실)-박웅기)
월 13:30-14:45 (조만식기념관 12525 (박영립강의실)-박웅기)",학사과정,2학년 언론홍보
,전필-IT융합,복필-IT융합/부선-IT융합,,,2150313801,AI소프트웨어실험,,EL+,,민병준,전자정보공학부 IT융합전공,2.0/1.0,0,25,"월 18:00-18:50 (형남공학관 05312-민병준)
월 19:00-19:50 (형남공학관 05312-민병준)",학사과정,2학년 IT융합전공(전자공학 수강제한)
,전필-IT융합,복필-IT융합/부선-IT융합,,,2150313802,AI소프트웨어실험,,EL+,,민병준,전자정보공학부 IT융합전공,2.0/1.0,0,25,"화 15:00-15:50 (형남공학관 05312-민병준)
화 16:00-16:50 (형남공학관 05312-민병준)",학사과정,2학년 IT융합전공(전자공학 수강제한)
,전필-IT융합,복필-IT융합/부선-IT융합,,,2150313803,AI소프트웨어실험,,EL+,,민병준,전자정보공학부 IT융합전공,2.0/1.0,0,25,"화 17:00-17:50 (형남공학관 05312-민병준)
화 18:00-18:50 (형남공학관 05312-민병준)",학사과정,2학년 IT융합전공(전자공학 수강제한)
,전필-IT융합,복필-IT융합/부선-IT융합,,,2150313804,AI소프트웨어실험,,EL+,,민병준,전자정보공학부 IT융합전공,2.0/1.0,0,25,"목 15:00-15:50 (형남공학관 05312-민병준)
목 16:00-16:50 (형남공학관 05312-민병준)",학사과정,2학년 IT융합전공(전자공학 수강제한)
,전필-IT융합,복필-IT융합/부선-IT융합,,,2150313805,AI소프트웨어실험,,EL+,,민병준,전자정보공학부 IT융합전공,2.0/1.0,0,25,"목 17:00-17:50 (형남공학관 05312-민병준)
목 18:00-18:50 (형남공학관 05312-민병준)",학사과정,2학년 IT융합전공(전자공학 수강제한)
,전필-IT융합,복필-IT융합/부선-IT융합,,,2150313806,AI소프트웨어실험,,EL+,,민병준,전자정보공학부 IT융합전공,2.0/1.0,0,25,"금 15:00-15:50 (형남공학관 05312-민병준)
금 16:00-16:50 (형남공학관 05312-민병준)",학사과정,2학년 IT융합전공(전자공학 수강제한)
,전선-문예창작,복선-문예창작/부선-문예창작/융선-게임시나리오기획/융선-디자인플래닝융합/융선-문화서비스산업융합/융선-문화예술마케팅융합/융선-미디어크리에이터/융선-실감미디어/융선-아트&게임융합/융선-콘텐츠스타트업,,,2150660101,AI예술과매체서사,,,,김태용,예술창작학부 문예창작전공,3.0/3.0,0,40,"목 12:00-13:15 (진리관 11401-김태용)
목 13:30-14:45 (진리관 11401-김태용)",학사과정,"2학년 문예창작전공, 문화서비스산업, 문예예술마케팅"
,전선-컴퓨터,복선-컴퓨터,,,2150175401,C++프로그래밍및실습,가,,,유상현,컴퓨터학부,4.0/3.0,0,50,"화 10:00-10:50 (정보과학관 21205 (실습실)-유상현)
화 11:00-11:50 (정보과학관 21205 (실습실)-유상현)
목 13:30-14:20 (정보과학관 21205 (실습실)-유상현)
목 14:30-15:20 (정보과학관 21205 (실습실)-유상현)",학사과정,2학년 컴퓨터 (대상외수강제한)
,전선-컴퓨터,복선-컴퓨터,,,2150175402,C++프로그래밍및실습,나,,,유상현,컴퓨터학부,4.0/3.0,0,50,"화 15:30-16:20 (정보과학관 21205 (실습실)-유상현)
화 16:30-17:20 (정보과학관 21205 (실습실)-유상현)
목 15:30-16:20 (정보과학관 21205 (실습실)-유상현)
목 16:30-17:20 (정보과학관 21205 (실습실)-유상현)",학사과정,2학년 컴퓨터 (대상외수강제한)
,전선-컴퓨터,복선-컴퓨터,,,2150175403,C++프로그래밍및실습,다,,,유상현,컴퓨터학부,4.0/3.0,0,50,"화 13:30-14:20 (정보과학관 21205 (실습실)-유상현)
화 14:30-15:20 (정보과학관 21205 (실습실)-유상현)
목 10:00-10:50 (정보과학관 21205 (실습실)-유상현)
목 11:00-11:50 (정보과학관 21205 (실습실)-유상현)",학사과정,2학년 컴퓨터 (대상외수강제한)
,전선-국제법무,복선-국제법무/부선-국제법무,,법학과목,5023312001,Comparative Constitutional Law,,영어,,Eric Anderson,국제법무학과,3.0/3.0,0,40,"화 12:00-13:15 (미래관 20304-Eric Anderson)
목 10:30-11:45 (미래관 20304-Eric Anderson)",학사과정,2학년 국제법무학과
,전선-국제법무,복선-국제법무/부선-국제법무/융선-지식재산융합,,법학과목,5023312301,Comparative Contract,,,,박완규,국제법무학과,3.0/3.0,0,40,월 목 12:00-13:15 (진리관 11407-박완규),학사과정,"2학년 국제법무학과, 지식재산융합"
,전기-영화예술,,,,2150687101,"Critique(아이디어,예산,프로듀싱,제작QC)1",,EL+,,"전려경
가성문
강인",예술창작학부 영화예술전공,3.0/3.0,0,50,"목 15:00-16:15 (베어드홀 01102 (한덕우강의실)-가성문)
목 15:00-16:15 (베어드홀 01102 (한덕우강의실)-전려경)
목 15:00-16:15 (베어드홀 01102 (한덕우강의실)-강인)
목 16:30-17:45 (베어드홀 01102 (한덕우강의실)-가성문)
목 16:30-17:45 (베어드홀 01102 (한덕우강의실)-전려경)
목 16:30-17:45 (베어드홀 01102 (한덕우강의실)-강인)",학사과정,2학년 영화예술전공 (타학과수강제한)
,전선-경영학부/전필-벤처중소/전필-회계학과,복선-경영학부/복필-벤처중소/복필-회계학과/부선-경영학부/부선-회계학과/부필-벤처중소/연계1-융합창업/융선-ICT유통물류융합,,,2150328201,Entrepreneurship,,,,,경영학부,3.0/3.0,0,40,"수 09:00-10:15 (숭덕경상관 02316-)
수 10:30-11:45 (숭덕경상관 02316-)",학사과정,"2학년 경영학부, 벤처중소, 회계학과, 융합창업연계, ICT유통물류융합"
,전선-경영학부/전필-벤처중소/전필-회계학과,복선-경영학부/복필-벤처중소/복필-회계학과/부선-경영학부/부선-회계학과/부필-벤처중소/연계1-융합창업/융선-ICT유통물류융합,,,2150328202,Entrepreneurship,,,,최금선,경영학부,3.0/3.0,0,40,"금 10:30-11:45 (숭덕경상관 02208-최금선)
금 12:00-13:15 (숭덕경상관 02208-최금선)",학사과정,"2학년 경영학부, 벤처중소, 회계학과, 융합창업연계, ICT유통물류융합"
,전선-경영학부/전필-벤처중소/전필-회계학과,복선-경영학부/복필-벤처중소/복필-회계학과/부선-경영학부/부선-회계학과/부필-벤처중소/연계1-융합창업/융선-ICT유통물류융합,,,2150328203,Entrepreneurship,,,,,경영학부,3.0/3.0,0,40,"화 15:00-16:15 (숭덕경상관 02316-)
화 16:30-17:45 (숭덕경상관 02316-)",학사과정,"2학년 경영학부, 벤처중소, 회계학과, 융합창업연계, ICT유통물류융합"
,전선-경영학부/전필-벤처중소/전필-회계학과,복선-경영학부/복필-벤처중소/복필-회계학과/부선-경영학부/부선-벤처중소/부선-회계학과/연계1-융합창업/융선-ICT유통물류융합/융선-문화서비스산업융합/융선-콘텐츠스타트업,,,2150644001,Entrepreneurship,,,,문경준,벤처중소기업학과,3.0/3.0,0,40,"목 18:00-19:15 (숭덕경상관 02109-문경준)
목 19:30-20:45 (숭덕경상관 02109-문경준)",학사과정,"2학년 벤처중소, 경영학부, 회계학과, ICT유통물류융합, 융합창업연계, 문화서비스산업융합"
,전선-영문,복선-영문/부선-영문,,,2150537101,Essential Listening and Speaking Skills,,,,웡킴벌리앤,영어영문학과,3.0/3.0,0,40,"목 10:30-11:45 (조만식기념관 12204-웡킴벌리앤)
목 12:00-13:15 (조만식기념관 12204-웡킴벌리앤)",학사과정,2학년 영문
,전선-영문,복선-영문/부선-영문,,,2150537102,Essential Listening and Speaking Skills,,,,웡킴벌리앤,영어영문학과,3.0/3.0,0,40,"목 13:30-14:45 (조만식기념관 12204-웡킴벌리앤)
목 15:00-16:15 (조만식기념관 12204-웡킴벌리앤)",학사과정,2학년 영문
,전선-국제법무,복선-국제법무/부선-국제법무/융선-통일외교및개발협력,,법학과목,2150046801,International organization & Treaty,,영어,,Christophe Duvert,국제법무학과,3.0/3.0,0,40,"월 10:30-11:45 (미래관 20304-Christophe Duvert)
수 12:00-13:15 (미래관 20404-Christophe Duvert)",학사과정,"2학년 국제법무,통일외교및개발협력"
,전선-언론홍보,복선-언론홍보/부선-언론홍보,,,2150465601,PR론,외국인 수강 불가,,,김효숙,언론홍보학과,3.0/3.0,0,40,"수 09:00-10:15 (미래관 20308-김효숙)
수 10:30-11:45 (미래관 20308-김효숙)",학사과정,"2학년 언론홍보, 순수 외국인 수강 제한"
,전선-언론홍보,복선-언론홍보/부선-언론홍보,,,2150465602,PR론,내국인 수강 불가,,,황주연,언론홍보학과,3.0/3.0,0,40,"금 09:00-10:15 (진리관 11403-황주연)
금 10:30-11:45 (진리관 11403-황주연)",학사과정,"2학년 ;순수외국인입학생 ,언론홍보
3학년 ;순수외국인입학생 ,언론홍보
4학년 ;순수외국인입학생 ,언론홍보"
,전선-언론홍보,복선-언론홍보/부선-언론홍보,,,2150811202,PR매니지먼트,내국인 수강 불가,,,황주연,언론홍보학과,3.0/3.0,0,40,"금 13:30-14:45 (진리관 11521-황주연)
금 15:00-16:15 (진리관 11521-황주연)",학사과정,"2학년 ;순수외국인입학생 ,언론홍보
3학년 ;순수외국인입학생 ,언론홍보
4학년 ;순수외국인입학생 ,언론홍보"
,전선-영화예술,,,,2150687301,Staging1-감정만들기, ( 수업장소: 스튜디오 ),,,강혜연,예술창작학부 영화예술전공,3.0/3.0,0,30,"수 12:00-13:15 (베어드홀 01102 (한덕우강의실)-강혜연)
수 13:30-14:45 (베어드홀 01102 (한덕우강의실)-강혜연)",학사과정,2학년 영화예술전공 (타학과수강제한)
,전선-벤처중소,복선-벤처중소/부선-벤처중소,,,2150128101,Start-up Innovation,,,,이호영,벤처중소기업학과,3.0/3.0,0,40,"금 09:00-10:15 (숭덕경상관 02211-이호영)
금 10:30-11:45 (숭덕경상관 02211-이호영)",학사과정,2학년 벤처중소
,전선-문예창작,복선-문예창작/부선-문예창작/융선-문화예술마케팅융합/융선-소셜벤처미디어융합,,,2150394701,TV드라마창작실습,,,,조유진,예술창작학부 문예창작전공,3.0/3.0,0,40,"수 09:00-10:15 (진리관 11401-조유진)
수 10:30-11:45 (진리관 11401-조유진)",학사과정,"2학년 문예창작전공, 문화예술마케팅, 소셜벤처미디어"
